,cell_diameter,cell_length,doubling_h,growth_tmp,optimum_tmp,optimum_ph,genome_size,gc_content,coding_genes,rRNA16S_genes,tRNA_genes
Zotu6501,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu6502,-0.08487,0.4097,0.8053,29.29,31.02,7.632,3960000,57.86,3489,1.489,45.52
Zotu6503,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6504,-0.1216,0.262,0.7953,53.25,54.55,7.252,3870000,56.7,3006,1.97,48.65
Zotu6505,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu6506,-0.09987,0.2699,1.382,27.36,30.41,7.183,6080000,64.41,4587,2.139,49.87
Zotu6507,-0.1742,0.2331,0.5464,24.01,25.55,6.896,5710000,41.1,4731,3.745,55.13
Zotu6508,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6509,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu651,-0.3192,0.4369,0.3714,29.75,29.56,6.873,5670000,44.55,5771,3.71,54.77
Zotu6510,-0.1216,0.262,0.7953,53.25,54.55,7.252,3870000,56.7,3006,1.97,48.65
Zotu6511,-0.3342,0.5855,0.3262,27.87,29.8,7.283,7170000,43.11,4149,3.039,41.84
Zotu6512,-0.3875,0.2621,0.8624,41.98,40.65,6.648,4590000,55.41,3118,1.903,47.56
Zotu6513,-0.08487,0.4097,0.8053,29.29,31.02,7.632,3960000,57.86,3489,1.489,45.52
Zotu6514,-0.2409,0.1459,0.941,53.38,51.32,7.134,4280000,57.17,3255,1.706,47.96
Zotu6515,-0.3006,0.1497,0.4323,33.82,33.17,7.423,2970000,54.5,2901,2.543,48.53
Zotu6516,-0.09736,0.3789,0.7531,46.07,48.19,7.261,896000,47.12,1030,2.226,43.5
Zotu6517,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu6518,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu6519,-0.3335,0.3555,0.3714,37.05,35.94,6.791,5070000,43.37,4504,2.958,48.7
Zotu652,-0.1216,0.262,0.7953,53.25,54.55,7.252,3870000,56.7,3006,1.97,48.65
Zotu6520,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu6521,0.001002,0.07812,1.014,28.21,27.89,7.026,6550000,56.41,5315,1.541,56.17
Zotu6522,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu6523,-0.1173,0.5937,0.8953,30.1,30.37,7.86,8570000,66.47,7465,2.645,57.6
Zotu6524,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6525,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu6526,-0.3439,0.4608,0.3714,29.33,29.97,6.798,5890000,44.33,5771,3.71,54.77
Zotu6527,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu6528,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu6529,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu653,-0.3745,0.5125,0.3714,29.28,30,6.885,5910000,44.33,5771,3.71,54.77
Zotu6530,-0.1774,0.09056,0.7559,27.99,27.53,6.958,8170000,70.18,6435,3.539,55.81
Zotu6531,-0.251,0.2404,0.7286,37.47,36.11,6.874,3730000,52.26,3281,1.918,48.12
Zotu6532,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu6533,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6534,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu6535,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6536,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6537,-0.1204,-0.01159,0.7286,34.7,26.77,7.482,5070000,63.21,4051,1.138,48.32
Zotu6538,-0.3811,0.5213,0.3714,29.18,30.02,6.892,6050000,44.16,5868,3.509,53.25
Zotu6539,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu654,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6540,-0.3378,0.3546,0.6989,42.75,40.84,6.908,3330000,49.44,3098,2.119,48.04
Zotu6541,-0.1944,0.1307,0.8099,28.83,30.37,7.161,4520000,62.98,4371,2.164,48.78
Zotu6542,-0.2848,0.225,0.6168,35.62,30.25,7.041,4910000,62.52,4057,2.232,49.27
Zotu6543,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu6544,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6545,-0.3948,0.1625,0.3714,29.31,29.87,6.98,5200000,44.16,5868,3.509,53.25
Zotu6546,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6547,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu6548,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6549,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu655,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6550,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu6551,-0.05754,0.1371,0.717,28.12,25.79,7.086,8410000,70.08,8098,3.289,60.14
Zotu6552,-0.171,0.467,0.7789,28.96,25.61,7.27,4920000,56.93,3690,3.289,51.42
Zotu6553,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu6554,0.191,0.2577,0.9977,24.09,26.22,6.084,8760000,59.98,5311,2.103,58.59
Zotu6555,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6556,-0.204,0.7887,0.8772,28.07,29.44,7.548,10700000,68.64,8399,2.965,64.67
Zotu6557,-0.239,-0.4147,0.4132,29.32,31.85,6.933,4470000,66.71,3874,2.023,49.79
Zotu6558,-0.2951,0.3109,0.5892,55.28,56.71,6.977,2530000,46.55,2424,2.435,49.49
Zotu6559,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu656,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6560,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6561,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu6562,-0.08173,0.5796,0.7953,48.11,48.5,7.542,5820000,59.35,3830,2.354,48.45
Zotu6563,-0.1995,0.1002,0.7559,29.09,32.31,6.814,7280000,68.9,5475,2.967,51.6
Zotu6564,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6565,-0.159,0.1512,0.4165,26.82,30.08,6.801,5130000,67.95,4768,2.851,59.27
Zotu6566,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu6567,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu6568,-0.08173,0.5796,0.7953,48.11,48.5,7.542,5820000,59.35,3830,2.354,48.45
Zotu6569,-0.2984,-0.06995,0.7559,28,27.7,7.626,4510000,70.1,4431,2.195,48.2
Zotu657,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6570,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu6571,-0.2497,0.3291,0.63,46.08,47.88,7.055,2870000,56.64,2797,2.782,51.19
Zotu6572,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6573,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3910000,55.8,2943,1.932,48.33
Zotu6574,-0.3253,-0.00901,0.4621,32.59,33.27,6.779,2880000,63.35,4343,2.264,50.82
Zotu6575,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu6576,-0.3875,0.2621,0.8624,41.33,40.11,6.617,4770000,55.41,3118,1.903,47.56
Zotu6577,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu6578,-0.3342,0.5855,0.3262,27.87,29.8,7.283,7170000,43.11,4149,3.039,41.84
Zotu6579,-0.1168,0.3541,0.9008,36.6,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu658,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6580,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu6581,-0.3584,0.5582,0.5464,29.37,32.61,7.207,4330000,41.88,3626,3.124,48.97
Zotu6582,-0.2499,0.556,0.4745,29.11,29.22,7.168,8170000,46.74,5654,11.31,113.7
Zotu6583,-0.03839,0.2291,0.4521,39.5,59.42,7.787,3230000,68.01,3162,1.169,45.57
Zotu6584,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu6585,-0.3665,0.4334,0.386,28.24,29.26,7.252,5780000,66.69,4996,2.2,51.53
Zotu6586,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6587,-0.1486,0.2127,1.174,31.51,30.54,7.087,5550000,65.47,5855,3.134,58.92
Zotu6588,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu6589,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu659,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6590,-0.3911,0.4063,0.5201,39.8,40.13,6.953,3390000,41.82,3045,1.744,46.72
Zotu6591,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu6592,-0.3342,0.5855,0.3262,26.88,29.8,7.283,5770000,43.11,4149,3.039,41.84
Zotu6593,-0.1216,0.262,0.7953,53.45,54.75,7.472,4060000,59.86,3211,2.041,48.85
Zotu6594,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu6595,-0.2403,0.07624,0.4322,28.23,29.98,6.924,3030000,63.09,2865,1.281,45.67
Zotu6596,-0.1007,0.1713,0.8099,27.84,29.4,6.982,5250000,64.11,4512,2.178,49.87
Zotu6597,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6598,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu6599,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu66,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6600,-0.09622,0.1673,0.8099,27.55,29.82,7.042,4840000,63.37,4392,2.164,49.46
Zotu6601,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6602,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu6603,-0.1493,0.5362,0.8953,30.86,30.66,7.86,9380000,67.92,7465,2.645,57.6
Zotu6604,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6605,-0.01984,0.08859,1.014,29.4,29.08,6.322,6740000,54.3,5258,1.965,52.83
Zotu6606,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6607,-0.1656,0.07675,0.7559,27.78,27.49,7.446,10700000,70.33,6435,3.539,55.81
Zotu6608,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6609,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu661,-0.1658,-0.07633,0.717,26.29,29.23,7.377,9630000,71.04,7662,6.013,70.04
Zotu6610,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6611,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu6612,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu6613,-0.3445,0.2822,0.386,28.52,28.16,7.277,3790000,66.2,4284,2.305,53.44
Zotu6614,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu6615,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6616,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6617,-0.1493,0.5362,0.8953,30.86,30.66,7.86,9380000,67.92,7465,2.645,57.6
Zotu6618,-0.2724,0.1697,0.3441,30.89,31.46,7.142,3840000,59.77,3403,2.028,45.72
Zotu6619,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu662,-0.359,0.05029,0.3235,27.21,31.29,7.265,3520000,62.23,3308,2.391,49.22
Zotu6620,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6622,-0.3505,0.1512,0.9745,28.52,52.04,6.077,4220000,58.2,4002,1.412,47.99
Zotu6623,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu6624,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu6625,-0.1953,0.3764,-0.1629,29.93,32.1,7.651,4550000,39.88,4401,11.06,83.54
Zotu6626,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu6627,-0.3811,0.5213,0.3714,29.18,30.02,6.892,6050000,44.16,5868,3.509,53.25
Zotu6628,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6629,-0.1445,-0.07633,0.717,28.46,28.18,7.436,8690000,70.29,7667,6.021,69.24
Zotu663,-0.1442,0.3297,-0.1629,30.02,31.59,6.864,4750000,38.62,4294,10.88,95.58
Zotu6630,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6631,-0.1204,-0.01159,0.7286,34.7,26.77,7.482,7630000,58.16,3658,1.423,47.9
Zotu6632,-0.3342,0.5855,0.3262,27.87,29.8,7.283,7170000,43.11,4149,3.039,41.84
Zotu6633,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu6634,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6635,-0.1454,0.4097,0.8053,23.97,32.44,7.285,3930000,59.25,3489,1.489,45.52
Zotu6636,-0.3745,0.5125,0.3714,29.28,30,6.885,5910000,44.33,5771,3.71,54.77
Zotu6637,0.191,0.2577,0.9977,24.09,26.22,6.084,8760000,59.98,5311,2.103,58.59
Zotu6638,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu6639,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu664,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6640,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu6641,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6642,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu6643,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu6644,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6645,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6646,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu6647,-0.09622,0.1673,0.8099,27.55,29.82,7.042,4840000,63.37,4392,2.164,49.46
Zotu6648,-0.3446,-0.2253,0.7559,28.01,27.57,7.305,4200000,70.1,4431,2.195,48.2
Zotu6649,-0.3006,0.1497,0.4323,33.82,33.17,7.423,3220000,54.5,2901,2.543,48.53
Zotu665,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6650,-0.251,0.2404,0.7286,37.47,36.11,6.874,3730000,52.26,3281,1.918,48.12
Zotu6651,-0.1126,0.0365,0.717,28.05,30.25,7.284,9420000,70.9,7393,3.489,52.09
Zotu6652,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu6653,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6654,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6655,-0.1216,0.262,0.7953,53.45,54.75,7.472,4060000,59.86,3211,2.041,48.85
Zotu6656,0.191,0.2577,0.9977,24.09,26.22,6.084,8760000,59.98,5311,2.103,58.59
Zotu6657,-0.2966,0.1518,0.3235,26.93,30.91,7.125,3180000,60.26,3242,2.517,50.06
Zotu6658,0.08168,0.1908,0.9977,31.28,29.47,6.084,7910000,64.22,5885,4.351,62.3
Zotu6659,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu666,-0.1173,0.5937,0.8953,30.1,30.37,7.86,8570000,66.47,7465,2.645,57.6
Zotu6661,-0.2876,0.3236,0.6248,51.71,54.15,7.064,2470000,47.51,2327,2.519,49.61
Zotu6662,-0.3505,0.1512,0.9745,28.56,52.04,6.077,4220000,58.2,4002,1.412,47.99
Zotu6663,-0.4483,0.1591,0.3714,29.79,29.17,6.973,5670000,44.55,5771,3.71,54.77
Zotu6664,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6665,-0.3468,-0.1453,0.7481,28.39,25.47,6.956,3790000,68.45,3321,1.881,48.09
Zotu6666,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu6667,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6668,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6669,0.001002,0.07812,1.014,28.21,27.89,7.026,6550000,56.41,5315,1.541,56.17
Zotu6670,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu6671,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu6672,-0.1454,0.4097,0.8053,25.21,32.44,7.285,3930000,59.25,3489,1.489,45.52
Zotu6673,-0.346,0.4571,0.3714,31.21,31.9,7.135,5130000,43.37,4504,2.958,48.7
Zotu6674,-0.3169,0.1439,1.002,26.82,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu6675,-0.3169,0.1439,1.002,26.82,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu6676,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6677,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu6678,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu6679,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu668,-0.3911,0.4063,0.5201,39.8,40.13,6.953,3440000,45.64,3045,1.744,46.72
Zotu6680,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6681,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6682,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6683,-0.3006,0.1497,0.4323,33.82,33.17,7.423,3220000,54.5,2901,2.543,48.53
Zotu6684,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6685,-0.09987,0.2699,1.382,27.36,30.41,7.183,6080000,64.41,4587,2.139,49.87
Zotu6686,-0.2127,0.1575,0.6168,45.25,44.25,7.216,3330000,61.66,3365,2.033,48.49
Zotu6687,-0.2528,0.2451,0.3459,29.77,30,7.2,3730000,61.47,3287,3.081,54.51
Zotu6688,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu6689,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu669,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6690,-0.3911,0.4063,0.5201,39.8,40.13,6.953,3390000,41.82,3045,1.744,46.72
Zotu6691,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6692,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu6693,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu6694,-0.311,0.1568,0.7559,29.34,30.01,7.104,6450000,69.33,5640,2.3,50.08
Zotu6695,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,61.64,3777,2.166,49.16
Zotu6696,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6697,-0.05754,0.1371,0.717,28.03,25.79,7.086,8410000,70.08,8098,3.289,60.14
Zotu6698,-0.3006,0.1497,0.4323,33.82,33.17,7.423,2970000,54.5,2901,2.543,48.53
Zotu6699,-0.3169,0.1439,1.002,31.57,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu67,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu670,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu6700,-0.2409,0.1459,0.941,53.38,51.32,7.134,4280000,57.17,3255,1.706,47.96
Zotu6701,-0.251,0.2404,0.7286,37.47,31.34,6.874,4560000,57.39,4051,1.895,50.78
Zotu6702,-0.1551,-0.1548,0.717,28.09,26.75,7.476,6420000,69.78,7606,6.011,69.63
Zotu6703,-0.2127,0.1575,0.6168,45.25,44.25,7.216,3330000,61.66,3365,2.033,48.49
Zotu6704,-0.3357,0.367,0.7184,42.76,35.85,7,2900000,42.91,3194,2.111,48.76
Zotu6705,-0.08007,0.1929,0.4165,34.83,36.02,6.883,6280000,68.03,3941,2.411,51.43
Zotu6706,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6707,-0.3948,0.1625,0.3714,29.31,29.87,6.98,5200000,44.16,5868,3.509,53.25
Zotu6708,-0.06615,0.1172,0.717,28.54,28.04,6.888,5250000,71.79,8403,3.216,61.6
Zotu6709,-0.3439,0.4608,0.3714,29.33,29.97,6.798,5890000,44.33,5771,3.71,54.77
Zotu671,-0.3006,0.1497,0.4323,33.82,33.17,7.423,3220000,54.5,2901,2.543,48.53
Zotu6710,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu6711,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6712,-0.3169,0.1439,1.002,31.57,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu6713,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu6714,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6715,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu6716,-0.08487,0.4097,0.8053,29.29,31.02,7.632,3960000,57.86,3489,1.489,45.52
Zotu6717,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6718,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6719,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu672,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu6720,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu6721,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6722,0.08168,0.1908,0.9977,31.28,29.47,6.084,7910000,64.22,5885,4.351,62.3
Zotu6723,-0.1173,0.5937,0.8953,30.1,30.37,7.86,8570000,66.47,7465,2.645,57.6
Zotu6725,-0.251,0.2404,0.7286,37.47,31.34,6.874,4300000,58.35,4051,1.895,50.78
Zotu6726,0.191,0.2577,0.9977,24.09,26.22,6.084,8760000,59.98,5311,2.103,58.59
Zotu6727,-0.3178,0.2049,0.2474,40.79,32.52,7.171,3530000,61.27,3398,2.378,49.18
Zotu6728,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu6729,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu673,-0.1216,0.262,0.7953,53.25,54.55,7.252,3870000,56.7,3006,1.97,48.65
Zotu6730,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu6731,-0.3006,0.1497,0.4323,33.82,33.17,7.423,2970000,54.5,2901,2.543,48.53
Zotu6732,-0.3219,0.06704,0.795,28.22,28.77,7.184,4230000,65.11,4542,2.32,51.61
Zotu6733,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6734,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu6735,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu6736,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu6737,-0.05754,0.1371,0.717,28.01,29.75,7.298,6200000,71.25,8403,3.216,61.6
Zotu6738,-0.3446,-0.2253,0.7559,28.01,27.57,7.305,4200000,70.1,4431,2.195,48.2
Zotu6739,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu674,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu6740,-0.06345,0.2879,0.2169,27.13,27.06,6.789,5630000,58.57,4188,2.668,56.24
